model,r2_oos,mae,rmse,dir_acc,f1,ann_return,ann_vol,sharpe,max_dd,max_dd_1d,n_obs,n_dates
zero,0.0,0.02116259,0.031193429833059394,0.56,0.358974358974359,,,,,,100,20
mean,0.0014229741359280679,0.021274992727272724,0.03117122821023227,0.52,0.5192307692307692,,,,,,100,20
ridge,-0.08790098106703614,0.022600246739774912,0.03253552461616758,0.47,0.4501504305425874,,,,,,100,20
