forecast,realized,date,asset_id,model
0.0,-0.004668,2022-01-03,10107,zero
0.0,0.025004,2022-01-03,14593,zero
0.0,-0.017147,2022-01-04,10107,zero
0.0,-0.012692,2022-01-04,14593,zero
0.0,-0.038388,2022-01-05,10107,zero
0.0,-0.0266,2022-01-05,14593,zero
0.0,-0.007902,2022-01-06,10107,zero
0.0,-0.016693,2022-01-06,14593,zero
0.0,0.00051,2022-01-07,10107,zero
0.0,0.000988,2022-01-07,14593,zero
0.0009202727272727266,-0.004668,2022-01-03,10107,mean
0.003422045454545454,0.025004,2022-01-03,14593,mean
0.0009202727272727266,-0.017147,2022-01-04,10107,mean
0.003422045454545454,-0.012692,2022-01-04,14593,mean
0.0009202727272727266,-0.038388,2022-01-05,10107,mean
0.003422045454545454,-0.0266,2022-01-05,14593,mean
0.0009202727272727266,-0.007902,2022-01-06,10107,mean
0.003422045454545454,-0.016693,2022-01-06,14593,mean
0.0009202727272727266,0.00051,2022-01-07,10107,mean
0.003422045454545454,0.000988,2022-01-07,14593,mean
0.005065120385348568,-0.004668,2022-01-03,10107,ridge
-0.0062593706624979525,0.025004,2022-01-03,14593,ridge
0.0016631558448535998,-0.017147,2022-01-04,10107,ridge
-0.017944266982919177,-0.012692,2022-01-04,14593,ridge
0.0007929857780588096,-0.038388,2022-01-05,10107,ridge
-0.009908064253045145,-0.0266,2022-01-05,14593,ridge
-0.00056657217185958,-0.007902,2022-01-06,10107,ridge
-0.0090867870950576,-0.016693,2022-01-06,14593,ridge
0.003058279568846068,0.00051,2022-01-07,10107,ridge
-0.007001241971509885,0.000988,2022-01-07,14593,ridge
0.009310334670644925,-0.004668,2022-01-03,10107,lightgbm
0.015224009583967801,0.025004,2022-01-03,14593,lightgbm
0.006770546998314195,-0.017147,2022-01-04,10107,lightgbm
0.012684221911637076,-0.012692,2022-01-04,14593,lightgbm
0.01409430512387809,-0.038388,2022-01-05,10107,lightgbm
0.023015083375341437,-0.0266,2022-01-05,14593,lightgbm
0.0044559586141137645,-0.007902,2022-01-06,10107,lightgbm
0.018231112922108304,-0.016693,2022-01-06,14593,lightgbm
0.01355635387044116,0.00051,2022-01-07,10107,lightgbm
0.023015083375341437,0.000988,2022-01-07,14593,lightgbm
-0.002963024860007076,-0.004668,2022-01-03,10107,catboost
0.004028851925819218,0.025004,2022-01-03,14593,catboost
-0.000516920854081733,-0.017147,2022-01-04,10107,catboost
0.002079651868138698,-0.012692,2022-01-04,14593,catboost
0.004953688990366785,-0.038388,2022-01-05,10107,catboost
0.0018816161547947825,-0.0266,2022-01-05,14593,catboost
0.007176122659467762,-0.007902,2022-01-06,10107,catboost
0.006639761009458231,-0.016693,2022-01-06,14593,catboost
0.00514747631863956,0.00051,2022-01-07,10107,catboost
0.006394625406807778,0.000988,2022-01-07,14593,catboost
-0.0026092529296875,-0.004668,2022-01-03,10107,chronos-bolt-252
-0.0032958984375,0.025004,2022-01-03,14593,chronos-bolt-252
-0.0034332275390625,-0.017147,2022-01-04,10107,chronos-bolt-252
0.005035400390625,-0.012692,2022-01-04,14593,chronos-bolt-252
-0.0052490234375,-0.038388,2022-01-05,10107,chronos-bolt-252
-1.0073184967041016e-05,-0.0266,2022-01-05,14593,chronos-bolt-252
-0.01611328125,-0.007902,2022-01-06,10107,chronos-bolt-252
-0.005218505859375,-0.016693,2022-01-06,14593,chronos-bolt-252
-0.008056640625,0.00051,2022-01-07,10107,chronos-bolt-252
-0.00665283203125,0.000988,2022-01-07,14593,chronos-bolt-252
-0.0016029075486585498,-0.004668,2022-01-03,10107,timesfm-2.5-252
-0.00033228076063096523,0.025004,2022-01-03,14593,timesfm-2.5-252
-0.0029411427676677704,-0.017147,2022-01-04,10107,timesfm-2.5-252
0.0042461371049284935,-0.012692,2022-01-04,14593,timesfm-2.5-252
-0.0033147830981761217,-0.038388,2022-01-05,10107,timesfm-2.5-252
0.0012205654056742787,-0.0266,2022-01-05,14593,timesfm-2.5-252
-0.01162037719041109,-0.007902,2022-01-06,10107,timesfm-2.5-252
-0.006051653530448675,-0.016693,2022-01-06,14593,timesfm-2.5-252
-0.006306855008006096,0.00051,2022-01-07,10107,timesfm-2.5-252
-0.004721948876976967,0.000988,2022-01-07,14593,timesfm-2.5-252
-0.008944561704993248,-0.004668,2022-01-03,10107,timesfm-2.5-xreg-252
-0.003522924380376935,0.025004,2022-01-03,14593,timesfm-2.5-xreg-252
-0.005397721193730831,-0.017147,2022-01-04,10107,timesfm-2.5-xreg-252
0.026153063401579857,-0.012692,2022-01-04,14593,timesfm-2.5-xreg-252
-0.01722540520131588,-0.038388,2022-01-05,10107,timesfm-2.5-xreg-252
-0.013130825012922287,-0.0266,2022-01-05,14593,timesfm-2.5-xreg-252
-0.03820350393652916,-0.007902,2022-01-06,10107,timesfm-2.5-xreg-252
-0.027192359790205956,-0.016693,2022-01-06,14593,timesfm-2.5-xreg-252
-0.008212304674088955,0.00051,2022-01-07,10107,timesfm-2.5-xreg-252
-0.016944264993071556,0.000988,2022-01-07,14593,timesfm-2.5-xreg-252
